,sentence,classification,tokens
172,-누우면 배가 쑤욱 들어가는 정도였는데 누워도 윗배가 나와있네용 그리고 옆구리 쪽도 같이 아프고윗배부터 가슴 명치 목까지 뭐가 꽉 막고 있는거 같애요.,b6,누우 면 배 가 쑤욱 들어가다 정도 이다 눕다 윗 배 가 나오다 있다 그리고 옆구리 쪽 도 같이 아프다 윗 배 부터 가슴 명치 목 까지 뭐 가 꽉 막다 있다 같다 애 요
23,간략하게 지금 증상이 어떠냐면 발열증세가 나타나고 죽만 먹어도 변은 설사만 나오고 하루에 한번씩 밥을 안먹어도 명치가 쓰릴때가 있는데 이때 누워있으면 바로 안아파지고 그러다가 주변에 누울곳이 없어서 참으면 그게 또 오른쪽 아랫배로 통증이 옮겨갑니다.,b6,간략하다 지금 증상 이 어떻다 면 발열 증세 가 나타나다 죽 만 먹다 변 은 설사 만 나오다 하루 에 한번 씩 밥 을 안 먹다 명치 가 쓰리다 때 가 있다 이 때 눕다 바로 안 아프다 그러다가 주변 에 누 울 곳 이 없다 참다 그게 또 오른쪽 아랫 배 로 통증 이 옮기다 가다
131,4~5개월 전쯤에 너무 속이 울렁거리고 명치쪽이 답답하고 헛구역질도 나고 해서 위내시경 소변검사 피검사 등 종합 검진을 받았었습니다.,b6,4~5 개월 전 쯤 에 너무 속이다 울렁거리다 명치 쪽 이 답답하다 헛구역질 도 나다 하다 위 내시경 소변 검사 피 검사 등 종합 검진 을 받다
287,속도 좀 쓰린건지 뜨거운지 누워서 배누르면 명치 아래쪽이 좀 아파요.,b6,속도 좀 쓰리다 건지다 뜨겁다 눕다 배 누르다 명치 아래쪽 이 좀 아프다
279,이젠 왼쪽 갈비뼈 부분 까지 찌릿하고 밥 먹으면 명치가 더 아픕니다.,b6,이 젠 왼쪽 갈비뼈 부분 까지 찌릿 하고 밥 먹다 명치 가 더 아프다
149,"임신은아닌데입산부처럼 속도메스껍고밥을먹으면 답답하고,목과명치에음식물이 걸려있는것같습니다.",b6,임신 은 아니다 입산 부 처럼 속도 메스껍다 밥 을 먹다 답답하다 목 과 명치 에 음식물 이 걸리다 같다
351,명치가 너무 아파 병원에 갔더니위와 장이 안좋다면서 장염일수도 있다고 링겔 놓고 집에왔어요.,b6,명치 가 너무 아프다 병원 에 가다 위 와 장이 안좋다 장염 일 수도 있다 링겔 놓다 집 에 오다
359,명치 근처 윗쪽일때도 있고 배꼽 아래쪽일때도 있긴 합니다.,b6,명치 근처 윗쪽 일 때 도 있다 배꼽 아래쪽 일 때 도 있다 하다
244,위염같아서 진단받았는데 약을먹고 괜찮다 싶어서 밀가루음식등을 먹었는데 바로 구토증세와 명치가 너무아프네요.,b6,위염 같다 진단 받다 약 을 먹다 괜찮다 싶다 밀가루 음식 등 을 먹다 바로 구토 증세 와 명치 가 너무 아프다
381,명치에,b6,명치 에
200,뭘 좀 잘못 드시거나 조금 신경쓸 일만 있어도 바로 체해서구토 미식거림 답답함 명치 통증 느끼시구요.,b6,뭘 좀 잘못 들다 조금 신경 쓸다 일만 있다 바로 체 하다 구토 미식 거림 답답하다 명치 통증 느끼다
73,복부팽만감 물설사 메스꺼움 명치 통증왜그런것일까요?,b6,복부 팽 만 감 물 설사 메스꺼움 명치 통증 왜 그렇다 이다 요
334,여기에 요 몇달들어 위 상복부 명치쪽이 음식 먹을때 잘 안들어간다는 느낌 살짝 더부룩한 느낌이들고 최근에는 십년이상 늘 같았던 몸무게 60이 57로 단기간에 빠졌어요.,b6,여기 에 요 몇 달 들다 위 상 복부 명치 쪽 이 음식 먹다 때 자다 안 들어가다 느낌 살짝 더부룩하다 느낌 이 들다 최근 에는 십년 이상 늘 같다 몸무게 60 이 57 로 단기간 에 빠지다
1,명치있것같은데밥먹고나면 꾸루룩 소리에 설사하구요.,b6,명치 있다 같다 밥 먹다 꾸루룩 소리 에 설사 하다
277,명치부근이 답답하고 가스가 계속 나오고 속이 더부룩합니다.,b6,명치 부근 이 답답하다 가스 가 계속 나오다 속이다 더부룩하다
354,2주전부터백프로 현미밥을 먹었는데이번주 내내 체한것 처럼명치에 음식이 안내려가는 거 같아요.,b6,2 주전 부터 백프로 현미 밥 을 먹다 이번 주 내내 체 한 것 처럼 명치 에 음식 이 안 내려가다 거 같다
170,최근에는 10분이상 걷거나 그냥 가만히 있다가도 유방 바로 아래 갈비뼈보다는 위쪽이 아프고 가끔 명치를 바늘로 콕콕 찌르는 것과 같은 고통을 느낍니다.,b6,최근 에는 10분 이상 걷다 그냥 가만히 있다 유방 바로 아래 갈비뼈 보다는 위쪽 이 아프다 가끔 명치 를 바늘 로 콕콕 찌르다 것 과 같다 고통 을 느끼다
391,몇일 전부터 명치에 ,b6,몇 일 전 부터 명치 에
111,몸이 뻑뻑해지고 명치 밑이 딱딱해지죠 소화가 잘 되는 사람이라면 밥 먹으면서 점점 배부른 느낌 들지 않아요.,b6,몸 이 뻑뻑 하다 명치   밑 이 딱딱하다   소화 가 자다 되다 사람 이 라면 밥 먹다 점점 배부르다 느낌 들다 않다
212,몇일전부터 구토와 명치쪽이 쪼이는듯한 느낌 과 입안에서 쓴맛과 상복부 불편한느낌이 있는데 왜이런걸까요?,b6,몇 일전 부터 구토 와 명치 쪽 이 쪼이다 한 느낌 과 입안 에서 쓴맛 과 상 복부 불편하다 느낌 이 있다 왜 이런 걸 끄다
272,그래서 처방 약 이랑 지사제를 줘서 먹고 좀 괜찮아 졌는데 2주 조금 넘은 지금 한 3일전부터 명치 밑에 배가 빨래짜듯이 막 아프다가안아프다가 그러더 라구요.,b6,그래서 처방 약 이랑 지 사제 를 주다 먹다 좀 괜찮다 지다 2 주 조금 넘다 지금 하다 3일 전부터 명치 밑 에 배 가 빨래 짜다 막 아프다 아프다 그 러더 라구요
41,시작된 날짜는 아마도 학원에서 늦게 들어와 밥을 먹고 바로 잔 그 다음날 배가 아닌 위가 아프다는게 딱 느껴졌습니다.,b6,시작 되다 날짜 는   아마도 학원 에서 늦다 들어오다 밥 을 먹다 바로 잔 그 다음 날   배 가 아니다 위 가 아프다 딱 느껴지다
196,조금만 먹어도 더부룩하고 명치있는부분과 식도있는 부분이 쓰립니다.,b6,조금 만 먹다 더부룩하다 명치 있다 부분 과 식다 부분 이 쓰리다
243,이때 서있기도 힘들어서 바로 주저앉게되고 회복되는데는 최소 두시간에서 하루정도 걸립니다.,b6,이 때 서다 기도 힘들다 바로 주저앉다 되다 회복 되다 최소 두 시간 에서 하루 정도 걸리다
186,주기적으로 소화도 잘 안돼고 명치도 아파요.,b6,주 기적 으로 소화도 자다 안 돼다 명치 도 아프다
26,배꼽위 명치 부분과배꼽 왼쪽 위 부분이 좀 아픕니다.,b6,배꼽 위 명치 부분 과 배꼽 왼쪽 위 부분 이 좀 아프다
81,근래 들어 취식을 하면 2~3시간 후 부터 트름이 나다가 살짝 부대끼는 느낌이 들면서 시간이 흐른 후 명치가 아파옵니다.,b6,근래 들다 취식 을 하다 2~3시간 후 부터 트름 이 나다 살짝 부대끼다 느낌 이 들다 시간 이 흐르다 후 명치 가 아프다
189,또 배를 만져보면 예전엔 명치쪽을누르면물소리가나고 아팠는데 요즘엔 배꼽주위쪽이 소리가나고 누르면아픕니다.,b6,또 배 를 만지다 보다 예전 엔 명치 쪽 을 누르다 물소 리가 나다 아프다 요즘 엔 배꼽 주 위쪽 이 소리 가나 고 누르다 아프다
75,좀 지나면 괜찮았는데 오늘 일어나서 물을 마시니깐 명치 배 가운데 부분이 훅 아팠어요.,b6,좀 지나다 괜찮다 오늘 일어나서 물 을 말다 명치 배 가운데 부분 이 훅 아프다
215,오늘 일어나보니 명치쪽이 약간 아프고 일어나고 손따고했는데 토하고 나서 자고 일어났더니 괜찮아져서 물을 미셔는데 2컵 반 정도 먹었는데 바로 석이 울렁 거리면서 토함 병원에 갔긴갔는데 링건맞고 했는데 약을 먹을 려면 물이랑 음식을 먹어야하는데 어떻게합니까 지금 7시간째 거의 물을 안마셔서 너무 목이 마른데 어떻해 해야하는지좀 알려주세요.,b6,오늘 일어나다 보다 명치 쪽 이 약간 아프다 일어나고 손 따다 하다 토 하고 나서다 자고 일어나다 괜찮다 물 을 밉다 2 컵 반 정도 먹다 바로 석 이 울렁 거리 면서 토함 병원 에 가다 가다 링건 맞다 하다 약 을 먹다 려면 물이 랑 음식 을 먹다 어떻다 합 니까 지금 7시간 째 거의 물 을 안 마시다 너무 목 이 마르다 어떻다 하다 좀 알다
21,명치쪽에 꽉막힌 듯한 느낌이 들고 대변도 안나오고 구토도 안나옵니다.,b6,명치 쪽 에 꽉 막히다 듯 한 느낌 이 들다 대변 도 안 나오다 구토 도 알다
367,그리고 오늘은 피맛도 나고 명치도 아프고 기침을 오랫동안했는데 혹시 폐렴일까 걱정이되여 그리고좀있으면12월 2~4일 수학여행인데 정말 가고 싶어요.,b6,그리고 오늘 은 피맛 도 나다 명치 도 아프다 기침 을   오랫동안 하다 혹시   폐렴 이다 걱정 이 되다 그리고 좋다 12월 2~4일 수학여행 인데 정말 가다 싶다
236,근데 명치부위가 답답한거같은데 배는 또고프고요.,b6,근데 명치 부위 가 답답하다 같다 배다 또 고프다
291,일상생활에 장애있을정도는 아니고 화장실갈때마다 별로 대수롭지 않게 느끼고 있었는데 갑자기 명치쪽을 비롯해 복부 전체가 아픈느낌이 드네요.,b6,일상생활 에 장애 있다 정도 는 아니다 화장실 갈다 때 마다 별로 대수롭다 않다 느끼다 있다 갑자기 명치 쪽 을 비롯 하다 복부 전체 가 아프다 느낌 이 드네 요
292,지금은 약하게 아랫배만아픈데 명치는 여전히 아프구요.,b6,지금 은 약하다 아랫 배 만 아프다 명치 는 여전하다 아프다
207,점심을 먹고 책상에 앉아 업무를 보던중 오후 3시경에 물을 한잔 마셨는데 그 물이 체했는지 속이 답답해지더군요 그러다가 복부가 팽창하는 느낌을 받았으며 계속 명치 쫌이 따끔거리며 꽉 막힌 느낌이었어요.,b6,점심 을 먹다 책상 에 앉다 업무 를 보다 중 오후 3시 경에 물 을 한잔 마시다 그 물이 체 하다 속이다 답답하다 그러다가 복부 가 팽창 하다 느낌 을 받다 계속 명치 쫌 이 따끔 거리 며 꽉 막히다 느끼다
125,마른 트름이라고 하나 명치부분을 누르면 트름이 나오고요.,b6,마르다 트름 이라고 하나 명치 부분 을 누르다 트름 이 나오다
294,배에서 계속 꼬르륵거리는 소리가 나고명치아래~아랫배부분이 1시간~30분 간격으로 주기적으로 쥐어짜듯이 아프면서 허리를 펴지 못할것같은 통증이 느껴지고 3~5초정도 지속되다가 사라집니다.,b6,배 에서 계속 꼬르륵 거리 는 소리 가 나다 명치 아래 아랫 배부 분 이 1시간 30분 간격 으로 주 기적 으로 쥐다 짜다 아프다 허리 를 펴다 못 하다 같다 통증 이 느껴지다 3~5초 정도 지속 되다 사라지다
328,제가엊그제부터 막춥고열나다가 위가엄청아팠다가안아팠다가 명치가욱씬거리고 막토하고 배가아파서병원갔는데위염이라고그랬어요.,b6,제 가 엊그제 부터 막 추다 고열 나 다가 위 가 엄청 아프다 아프다 명치 가 욱씬 거리 고 막토 하고 배 가 아프다 병원 가다 위염 이라고 그렇다
12,그런데 이건 약간 느낌 이란게 다른것같아 4일전부터 매일 아이스크림2개씩 먹구있었고 바로 어제 밖에서 1시간~1시간반 정두 돌아다니다.,b6,그런데 이건 약간 느낌 이란 게 다르다 같다 4일 전부터 매일 아이스크림 2 개 씩 먹다 바로 어제 밖 에서 1시간 1시간 반 정 두 돌아다니다
363,배가 명치쪽 아랫배 전체적으로 바늘로 찌르듯이 아픕니다.,b6,배 가 명치 쪽 아랫 배 전체 적 으로 바늘 로 찌르다 아프다
24,아플때는 명치 아랫부분이 아플때도 있고 척추를 중심으로 양 옆의 등이 아픕니다.,b6,아프다 때 는 명치 아랫 부분 이 아프다 때 도 있다 척추 를 중심 으로 양 옆 의 등 이 아프다
240,그리고 오늘 숨을들이마실때마다 식도와명치사이가계속 파이듯이 아프네요.,b6,그리고 오늘 숨 을 들이마시다 때 마다 식도 와 명치 사이 가 계속 파이다 아프다
144,한 5일전부터 소화불량처럼 명치근처가 막힌 것처럼 불편합니다.,b6,하다 5일 전부터 소화 불량 처럼 명치 근처 가 막히다 것 처럼 불편하다
11,배에서 계속 꼬르륵거리는 소리가 나고명치아래~아랫배부분이 1시간~30분 간격으로 주기적으로 쥐어짜듯이 아프면서 허리를 펴지 못할것같은 통증이 느껴지고 3~5초정도 지속되다가 사라집니다.,b6,배 에서 계속 꼬르륵 거리 는 소리 가 나다 명치 아래 아랫 배부 분 이 1시간 30분 간격 으로 주 기적 으로 쥐다 짜다 아프다 허리 를 펴다 못 하다 같다 통증 이 느껴지다 3~5초 정도 지속 되다 사라지다
164,콜라를 마시고 트름을 할려고 해도 구토 현상과 같이 트름을 하게 되고 트름을 하면 명치쪽이 같이 아파서 함부로 트름을 하지 못하고 있습니다.,b6,콜라 를 말다 트름 을 하다 해도 구토 현상 과 같이 트름 을 하다 되다 트름 을 하다 명치 쪽 이 같이 아프다 함부로 트름 을 하다 못 하고 있다
260,배를 눌러보면 명치이래배꼽사이와 그 왼쪽이 제일 불편하네요.,b6,배 를 누르다 보다 명치 이래 배꼽 사이 와 그 왼쪽 이 제일 불편하다
226,저는 명치의 통증이 있지는 않으나구토 및 두통증상이 좀 심합니다.,b6,저 는 명치 의 통증 이 있다 않다 구토 및 두 통증 상 이 좀 심하다
231,자고일어나면 괜찮아질까해서 자고 일어났더니 목은 괜찮은데 그 물질 이 명치쪽에 결린것같은 생각이 듭니다.,b6,자고 일어나다 괜찮다 지다 하다 자고 일어나다 목 은 괜찮다 그 물질 이 명치 쪽 에 결리다 같다 생각 이 듭니 다
194,그리고 명치 아랫부분으로 주먹하나 크기의 팽창감이 강합니다.,b6,그리고 명치 아랫 부분 으로 주먹 하나 크기 의 팽창 감 이 강하다
16,아픈부위는 명치부근에서 배꼽위까지 갈비뼈아래 뼈가아닌 속이아프시답니다.,b6,아프다 부위 는 명치 부근 에서 배꼽 위 까지 갈비뼈 아래 뼈 가 아니다 속이다 아프다
255,숨만 좀 크게 들이쉬어도 명치가 답답하고활명수같은거 먹었는데 구토만 진정되고다른건 거의 똑같네요.,b6,숨 만 좀 크게 들이다 쉬다 명치 가 답답하다 활 명수 같다 먹다 구토 만 진정 되다 다르다 거의 똑같다
179,밀가루나 인스턴트를 좋아하는 편도 아니고 한데자주 체해서 명치가 아프고 배에 가스도 자주 차고 방귀도 마니 나옵니다.,b6,밀가루 나 인스턴트 를 좋아하다 편도 아니다 한 데자 주 체 하다 명치 가 아프다 배 에 가스 도 자주 차고 방귀 도 말다 나오다
